Location id	1	2	3	4	5	6	7	8	9	10
Location latitude	47.5	47.5	47.5	47.5	47.5	47.5	47.5	47.5	47.5	47.5
Location longitude	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	10.0
1951	0.999	0.985	0.999	0.989	0.999	0.992	1	0.994	1	0.995
1952	0.999	0.985	0.999	0.988	0.999	0.991	1	0.993	1	0.994
1953	0.999	0.991	0.999	0.993	0.999	0.995	0.999	0.996	1	0.997
1954	0.999	0.978	0.999	0.984	0.999	0.988	0.999	0.991	1	0.993
1955	0.999	0.997	0.999	0.998	0.999	0.999	1	0.999	1	0.999
1956	0.997	0.708	0.998	0.784	0.999	0.84	0.999	0.882	0.999	0.913
1957	0.999	0.975	0.999	0.987	0.999	0.992	1	0.995	1	0.997
1958	0.999	0.996	0.999	0.997	0.999	0.998	1	0.999	1	0.999
1959	0.999	0.997	0.999	0.998	1	0.999	1	0.999	1	0.999
1960	0.999	0.996	0.999	0.997	1	0.998	1	0.999	1	0.999
1961	0.999	0.998	0.999	0.999	1	0.999	1	0.999	1	1
1962	0.999	0.995	0.999	0.997	0.999	0.998	1	0.998	1	0.999
1963	0.998	0.972	0.998	0.979	0.999	0.984	0.999	0.988	0.999	0.991
1964	0.999	0.994	0.999	0.996	0.999	0.997	1	0.998	1	0.999
1965	0.999	0.981	0.999	0.986	0.999	0.99	1	0.992	1	0.994
1966	0.999	0.97	0.999	0.977	0.999	0.983	1	0.987	1	0.99
1967	0.999	0.985	0.999	0.989	0.999	0.992	1	0.994	1	0.996
1968	0.998	0.792	0.999	0.834	0.999	0.867	0.999	0.894	1	0.917
1969	0.999	0.976	0.999	0.982	0.999	0.986	0.999	0.99	1	0.992
1970	0.998	0.974	0.999	0.98	0.999	0.985	0.999	0.989	1	0.992
1971	0.998	0.977	0.999	0.983	0.999	0.987	0.999	0.99	1	0.992
1972	0.999	0.997	0.999	0.998	0.999	0.998	1	0.999	1	0.999
1973	0.999	0.994	0.999	0.996	0.999	0.997	1	0.998	1	0.998
1974	0.999	0.991	0.999	0.994	0.999	0.995	1	0.997	1	0.998
1975	0.999	0.996	0.999	0.997	1	0.998	1	0.999	1	0.999
1976	0.999	0.991	0.999	0.993	0.999	0.995	1	0.996	1	0.997
1977	0.999	0.992	0.999	0.994	0.999	0.996	1	0.997	1	0.998
1978	0.999	0.992	0.999	0.994	0.999	0.996	1	0.997	1	0.998
1979	0.998	0.968	0.999	0.976	0.999	0.982	0.999	0.986	1	0.988
1980	0.999	0.997	0.999	0.998	0.999	0.998	1	0.999	1	0.999
1981	0.999	0.986	0.999	0.991	0.999	0.994	0.999	0.996	1	0.997
1982	0.999	0.995	0.999	0.996	0.999	0.997	1	0.998	1	0.999
1983	0.999	0.996	0.999	0.997	0.999	0.998	1	0.999	1	0.999
1984	0.999	0.995	0.999	0.996	0.999	0.997	1	0.998	1	0.999
1985	0.997	0.767	0.998	0.825	0.999	0.869	0.999	0.902	0.999	0.926
1986	0.998	0.935	0.998	0.951	0.999	0.963	0.999	0.972	0.999	0.979
1987	0.998	0.916	0.998	0.938	0.999	0.954	0.999	0.966	0.999	0.974
1988	0.999	0.995	0.999	0.996	0.999	0.997	1	0.998	1	0.998
1989	0.999	0.995	0.999	0.995	1	0.997	1	0.999	1	0.999
1990	0.999	0.996	0.999	0.998	1	0.998	1	0.999	1	0.999
1991	0.998	0.97	0.999	0.968	0.999	0.973	0.999	0.988	1	0.994
1992	0.999	0.996	0.999	0.997	0.999	0.998	1	0.999	1	0.999
1993	0.999	0.995	0.999	0.996	0.999	0.997	1	0.998	1	0.999
1994	0.999	0.993	0.999	0.995	0.999	0.996	1	0.997	1	0.998
1995	0.999	0.991	0.999	0.994	1	0.997	1	0.999	1	0.999
1996	0.999	0.995	0.999	0.996	0.999	0.997	1	0.998	1	0.999
1997	0.999	0.987	0.999	0.991	0.999	0.994	1	0.996	1	0.997
1998	0.999	0.995	0.999	0.996	0.999	0.997	1	0.998	1	0.999
1999	0.999	0.987	0.999	0.991	0.999	0.993	1	0.995	1	0.996
2000	0.999	0.995	0.999	0.996	0.999	0.997	1	0.998	1	0.999
