Location id	1	2	3	4	5	6
Location latitude	47.5	47.5	47.5	47.5	47.5	47.5
Location longitude	1.0	2.0	3.0	4.0	5.0	6.0
1951	0.995	0.996	0.997	0.998	0.999	0.999
1952	0.883	0.995	0.996	0.539	0.998	0.999
1953	0.996	0.997	0.998	0.998	0.999	0.999
1954	0.526	0.995	0.996	0.997	0.998	0.999
1955	0.997	0.998	0.999	0.999	0.999	1
1956	0.972	0.979	0.984	0.988	0.991	0.993
1957	0.993	0.996	0.998	0.998	0.999	0.999
1958	0.544	0.998	0.998	0.999	0.999	1
1959	0.998	0.998	0.999	0.999	1	1
1960	0.997	0.998	0.999	0.999	0.999	1
1961	0.998	0.999	0.999	0.999	1	1
1962	0.997	0.998	0.998	0.999	0.999	0.999
1963	0.864	0.993	0.995	0.996	0.997	0.998
1964	0.996	0.997	0.998	0.85	0.999	0.999
1965	0.995	0.996	0.997	0.998	0.999	0.999
1966	0.994	0.995	0.997	0.998	0.998	0.999
1967	0.995	0.996	0.997	0.998	0.999	0.999
1968	0.985	0.989	0.991	0.994	0.995	0.996
1969	0.993	0.995	0.996	0.997	0.998	0.999
1970	0.992	0.994	0.996	0.997	0.998	0.998
1971	0.993	0.995	0.996	0.997	0.998	0.999
1972	0.944	0.998	0.999	0.999	0.999	1
1973	0.996	0.997	0.998	0.999	0.999	0.999
1974	0.615	0.998	0.998	0.999	0.999	0.999
1975	0.997	0.998	0.998	0.999	0.999	1
1976	0.995	0.997	0.998	0.998	0.999	0.999
1977	0.994	0.652	0.997	0.998	0.999	0.999
1978	0.996	0.997	0.997	0.998	0.999	0.999
1979	0.991	0.993	0.995	0.997	0.998	0.998
1980	0.997	0.998	0.999	0.999	0.999	1
1981	0.994	0.996	0.997	0.998	0.999	0.999
1982	0.997	0.998	0.998	0.999	0.999	1
1983	0.997	0.998	0.999	0.999	0.999	1
1984	0.996	0.907	0.998	0.999	0.999	0.999
1985	0.671	0.982	0.986	0.99	0.992	0.994
1986	0.988	0.991	0.993	0.995	0.996	0.997
1987	0.986	0.99	0.992	0.994	0.996	0.997
1988	0.997	0.998	0.999	0.999	0.999	1
1989	0.996	0.998	0.999	0.999	1	1
1990	0.997	0.998	0.999	0.999	0.999	1
1991	0.983	0.991	0.718	0.997	0.998	0.999
1992	0.791	0.597	0.998	0.999	0.999	1
1993	0.997	0.998	0.998	0.999	0.999	0.999
1994	0.995	0.996	0.998	0.999	0.999	1
1995	0.813	0.998	0.999	0.999	0.999	1
1996	0.996	0.997	0.998	0.999	0.999	0.999
1997	0.994	0.996	0.997	0.998	0.999	0.999
1998	0.997	0.997	0.998	0.999	0.999	1
1999	0.995	0.996	0.997	0.998	0.999	0.999
2000	0.997	0.998	0.998	0.999	0.999	0.999
